TRAWL,WATERWAY,DATE,MONTH,YEAR,SEASON,RAINFALL 48,Organic mass (g),Microplastic mass (g),TOTALMASS,PC.Microplastics,CATEGORY,SUBCATEGORY,MICROPLASTIC,COUNT
24,Maribyrnong,1/12/2016,Dec,2016,Summer,0,3.214,0.17,3.384,0.050236407,Other,Sponge,Not considered microplastics,0
24,Maribyrnong,1/12/2016,Dec,2016,Summer,0,3.214,0.17,3.384,0.050236407,Other,Twine,Not considered microplastics,0
24,Maribyrnong,1/12/2016,Dec,2016,Summer,0,3.214,0.17,3.384,0.050236407,Other,Cigarette butts,Not considered microplastics,0
24,Maribyrnong,1/12/2016,Dec,2016,Summer,0,3.214,0.17,3.384,0.050236407,Other,Other,Not considered microplastics,0
24,Yarra,1/12/2016,Dec,2016,Summer,0,7.099,0.531,7.63,0.069593709,Hard plastic fragments,Hard plastic fragments <2mm,Microplastics,33
24,Yarra,1/12/2016,Dec,2016,Summer,0,7.099,0.531,7.63,0.069593709,Hard plastic fragments,Hard plastic fragments 2-5mm,Microplastics,3
24,Yarra,1/12/2016,Dec,2016,Summer,0,7.099,0.531,7.63,0.069593709,Hard plastic fragments,Hard plastic fragments 6-10mm,Not considered microplastics,2
24,Yarra,1/12/2016,Dec,2016,Summer,0,7.099,0.531,7.63,0.069593709,Hard plastic fragments,Hard plastic fragments 10+mm,Not considered microplastics,1
24,Yarra,1/12/2016,Dec,2016,Summer,0,7.099,0.531,7.63,0.069593709,Nurdles,Nurdles,Microplastics,1
24,Yarra,1/12/2016,Dec,2016,Summer,0,7.099,0.531,7.63,0.069593709,Polystyrene,Polystyrene <4mm,Microplastics,20
24,Yarra,1/12/2016,Dec,2016,Summer,0,7.099,0.531,7.63,0.069593709,Polystyrene,Polystyrene 4+mm,Not considered microplastics,4
24,Yarra,1/12/2016,Dec,2016,Summer,0,7.099,0.531,7.63,0.069593709,Plastic Bottle Caps,Plastic Bottle Caps,Not considered microplastics,0
24,Yarra,1/12/2016,Dec,2016,Summer,0,7.099,0.531,7.63,0.069593709,Plastic Straws,Plastic Straws,Not considered microplastics,0
24,Yarra,1/12/2016,Dec,2016,Summer,0,7.099,0.531,7.63,0.069593709,Soft Plastics,Soft Plastics <5mm,Microplastics,
24,Yarra,1/12/2016,Dec,2016,Summer,0,7.099,0.531,7.63,0.069593709,Soft Plastics,Soft Plastics 5+mm,Not considered microplastics,1
24,Yarra,1/12/2016,Dec,2016,Summer,0,7.099,0.531,7.63,0.069593709,Soft Plastics,Lolly Wrappers,Not considered microplastics,1
24,Yarra,1/12/2016,Dec,2016,Summer,0,7.099,0.531,7.63,0.069593709,Soft Plastics,Cellophane,Microplastics,
24,Yarra,1/12/2016,Dec,2016,Summer,0,7.099,0.531,7.63,0.069593709,Soft Plastics,Cellophane,Not considered microplastics,2
24,Yarra,1/12/2016,Dec,2016,Summer,0,7.099,0.531,7.63,0.069593709,Other,Sponge,Not considered microplastics,0
24,Yarra,1/12/2016,Dec,2016,Summer,0,7.099,0.531,7.63,0.069593709,Other,Twine,Not considered microplastics,0
24,Yarra,1/12/2016,Dec,2016,Summer,0,7.099,0.531,7.63,0.069593709,Other,Cigarette butts,Not considered microplastics,1
24,Yarra,1/12/2016,Dec,2016,Summer,0,7.099,0.531,7.63,0.069593709,Other,Other,Not considered microplastics,1
25,Maribyrnong,12/1/2017,Jan,2017,Summer,0,17.652,15.789,33.441,0.472144972,Hard plastic fragments,Hard plastic fragments <2mm,Microplastics,130
25,Maribyrnong,12/1/2017,Jan,2017,Summer,0,17.652,15.789,33.441,0.472144972,Hard plastic fragments,Hard plastic fragments 2-5mm,Microplastics,13
25,Maribyrnong,12/1/2017,Jan,2017,Summer,0,17.652,15.789,33.441,0.472144972,Hard plastic fragments,Hard plastic fragments 6-10mm,Not considered microplastics,2
25,Maribyrnong,12/1/2017,Jan,2017,Summer,0,17.652,15.789,33.441,0.472144972,Hard plastic fragments,Hard plastic fragments 10+mm,Not considered microplastics,6
25,Maribyrnong,12/1/2017,Jan,2017,Summer,0,17.652,15.789,33.441,0.472144972,Nurdles,Nurdles,Microplastics,11
25,Maribyrnong,12/1/2017,Jan,2017,Summer,0,17.652,15.789,33.441,0.472144972,Polystyrene,Polystyrene <4mm,Microplastics,4
25,Maribyrnong,12/1/2017,Jan,2017,Summer,0,17.652,15.789,33.441,0.472144972,Polystyrene,Polystyrene 4+mm,Not considered microplastics,4
25,Maribyrnong,12/1/2017,Jan,2017,Summer,0,17.652,15.789,33.441,0.472144972,Plastic Bottle Caps,Plastic Bottle Caps,Not considered microplastics,4
25,Maribyrnong,12/1/2017,Jan,2017,Summer,0,17.652,15.789,33.441,0.472144972,Plastic Straws,Plastic Straws,Not considered microplastics,7
25,Maribyrnong,12/1/2017,Jan,2017,Summer,0,17.652,15.789,33.441,0.472144972,Soft Plastics,Soft Plastics <5mm,Microplastics,
25,Maribyrnong,12/1/2017,Jan,2017,Summer,0,17.652,15.789,33.441,0.472144972,Soft Plastics,Soft Plastics 5+mm,Not considered microplastics,2
25,Maribyrnong,12/1/2017,Jan,2017,Summer,0,17.652,15.789,33.441,0.472144972,Soft Plastics,Lolly Wrappers,Not considered microplastics,9
25,Maribyrnong,12/1/2017,Jan,2017,Summer,0,17.652,15.789,33.441,0.472144972,Soft Plastics,Cellophane,Microplastics,
25,Maribyrnong,12/1/2017,Jan,2017,Summer,0,17.652,15.789,33.441,0.472144972,Soft Plastics,Cellophane,Not considered microplastics,85
25,Maribyrnong,12/1/2017,Jan,2017,Summer,0,17.652,15.789,33.441,0.472144972,Other,Sponge,Not considered microplastics,0
25,Maribyrnong,12/1/2017,Jan,2017,Summer,0,17.652,15.789,33.441,0.472144972,Other,Twine,Not considered microplastics,0
25,Maribyrnong,12/1/2017,Jan,2017,Summer,0,17.652,15.789,33.441,0.472144972,Other,Cigarette butts,Not considered microplastics,0
25,Maribyrnong,12/1/2017,Jan,2017,Summer,0,17.652,15.789,33.441,0.472144972,Other,Other,Not considered microplastics,0
25,Yarra,12/1/2017,Jan,2017,Summer,0,37.2,5.883,43.083,0.13655038,Hard plastic fragments,Hard plastic fragments <2mm,Microplastics,175
25,Yarra,12/1/2017,Jan,2017,Summer,0,37.2,5.883,43.083,0.13655038,Hard plastic fragments,Hard plastic fragments 2-5mm,Microplastics,30
25,Yarra,12/1/2017,Jan,2017,Summer,0,37.2,5.883,43.083,0.13655038,Hard plastic fragments,Hard plastic fragments 6-10mm,Not considered microplastics,0
25,Yarra,12/1/2017,Jan,2017,Summer,0,37.2,5.883,43.083,0.13655038,Hard plastic fragments,Hard plastic fragments 10+mm,Not considered microplastics,2
25,Yarra,12/1/2017,Jan,2017,Summer,0,37.2,5.883,43.083,0.13655038,Nurdles,Nurdles,Microplastics,6
25,Yarra,12/1/2017,Jan,2017,Summer,0,37.2,5.883,43.083,0.13655038,Polystyrene,Polystyrene <4mm,Microplastics,159
25,Yarra,12/1/2017,Jan,2017,Summer,0,37.2,5.883,43.083,0.13655038,Polystyrene,Polystyrene 4+mm,Not considered microplastics,10
25,Yarra,12/1/2017,Jan,2017,Summer,0,37.2,5.883,43.083,0.13655038,Plastic Bottle Caps,Plastic Bottle Caps,Not considered microplastics,0
25,Yarra,12/1/2017,Jan,2017,Summer,0,37.2,5.883,43.083,0.13655038,Plastic Straws,Plastic Straws,Not considered microplastics,0
25,Yarra,12/1/2017,Jan,2017,Summer,0,37.2,5.883,43.083,0.13655038,Soft Plastics,Soft Plastics <5mm,Microplastics,
25,Yarra,12/1/2017,Jan,2017,Summer,0,37.2,5.883,43.083,0.13655038,Soft Plastics,Soft Plastics 5+mm,Not considered microplastics,0
25,Yarra,12/1/2017,Jan,2017,Summer,0,37.2,5.883,43.083,0.13655038,Soft Plastics,Lolly Wrappers,Not considered microplastics,3
25,Yarra,12/1/2017,Jan,2017,Summer,0,37.2,5.883,43.083,0.13655038,Soft Plastics,Cellophane,Microplastics,
25,Yarra,12/1/2017,Jan,2017,Summer,0,37.2,5.883,43.083,0.13655038,Soft Plastics,Cellophane,Not considered microplastics,68
25,Yarra,12/1/2017,Jan,2017,Summer,0,37.2,5.883,43.083,0.13655038,Other,Sponge,Not considered microplastics,0
25,Yarra,12/1/2017,Jan,2017,Summer,0,37.2,5.883,43.083,0.13655038,Other,Twine,Not considered microplastics,0
25,Yarra,12/1/2017,Jan,2017,Summer,0,37.2,5.883,43.083,0.13655038,Other,Cigarette butts,Not considered microplastics,0
25,Yarra,12/1/2017,Jan,2017,Summer,0,37.2,5.883,43.083,0.13655038,Other,Other,Not considered microplastics,0
26,Maribyrnong,2/2/2017,Feb,2017,Summer,0,6.696,3.858,10.554,0.365548607,Hard plastic fragments,Hard plastic fragments <2mm,Microplastics,115
26,Maribyrnong,2/2/2017,Feb,2017,Summer,0,6.696,3.858,10.554,0.365548607,Hard plastic fragments,Hard plastic fragments 2-5mm,Microplastics,13
26,Maribyrnong,2/2/2017,Feb,2017,Summer,0,6.696,3.858,10.554,0.365548607,Hard plastic fragments,Hard plastic fragments 6-10mm,Not considered microplastics,5
26,Maribyrnong,2/2/2017,Feb,2017,Summer,0,6.696,3.858,10.554,0.365548607,Hard plastic fragments,Hard plastic fragments 10+mm,Not considered microplastics,2
26,Maribyrnong,2/2/2017,Feb,2017,Summer,0,6.696,3.858,10.554,0.365548607,Nurdles,Nurdles,Microplastics,2
26,Maribyrnong,2/2/2017,Feb,2017,Summer,0,6.696,3.858,10.554,0.365548607,Polystyrene,Polystyrene <4mm,Microplastics,6
26,Maribyrnong,2/2/2017,Feb,2017,Summer,0,6.696,3.858,10.554,0.365548607,Polystyrene,Polystyrene 4+mm,Not considered microplastics,0
26,Maribyrnong,2/2/2017,Feb,2017,Summer,0,6.696,3.858,10.554,0.365548607,Plastic Bottle Caps,Plastic Bottle Caps,Not considered microplastics,2
26,Maribyrnong,2/2/2017,Feb,2017,Summer,0,6.696,3.858,10.554,0.365548607,Plastic Straws,Plastic Straws,Not considered microplastics,0
26,Maribyrnong,2/2/2017,Feb,2017,Summer,0,6.696,3.858,10.554,0.365548607,Soft Plastics,Soft Plastics <5mm,Microplastics,
26,Maribyrnong,2/2/2017,Feb,2017,Summer,0,6.696,3.858,10.554,0.365548607,Soft Plastics,Soft Plastics 5+mm,Not considered microplastics,0
26,Maribyrnong,2/2/2017,Feb,2017,Summer,0,6.696,3.858,10.554,0.365548607,Soft Plastics,Lolly Wrappers,Not considered microplastics,0
26,Maribyrnong,2/2/2017,Feb,2017,Summer,0,6.696,3.858,10.554,0.365548607,Soft Plastics,Cellophane,Microplastics,
26,Maribyrnong,2/2/2017,Feb,2017,Summer,0,6.696,3.858,10.554,0.365548607,Soft Plastics,Cellophane,Not considered microplastics,105
26,Maribyrnong,2/2/2017,Feb,2017,Summer,0,6.696,3.858,10.554,0.365548607,Other,Sponge,Not considered microplastics,0
26,Maribyrnong,2/2/2017,Feb,2017,Summer,0,6.696,3.858,10.554,0.365548607,Other,Twine,Not considered microplastics,0
26,Maribyrnong,2/2/2017,Feb,2017,Summer,0,6.696,3.858,10.554,0.365548607,Other,Cigarette butts,Not considered microplastics,0
26,Maribyrnong,2/2/2017,Feb,2017,Summer,0,6.696,3.858,10.554,0.365548607,Other,Other,Not considered microplastics,0
26,Yarra,2/2/2017,Feb,2017,Summer,1.6,35.1,3.916,39.016,0.100369079,Hard plastic fragments,Hard plastic fragments <2mm,Microplastics,253
26,Yarra,2/2/2017,Feb,2017,Summer,1.6,35.1,3.916,39.016,0.100369079,Hard plastic fragments,Hard plastic fragments 2-5mm,Microplastics,74
26,Yarra,2/2/2017,Feb,2017,Summer,1.6,35.1,3.916,39.016,0.100369079,Hard plastic fragments,Hard plastic fragments 6-10mm,Not considered microplastics,24
26,Yarra,2/2/2017,Feb,2017,Summer,1.6,35.1,3.916,39.016,0.100369079,Hard plastic fragments,Hard plastic fragments 10+mm,Not considered microplastics,8
26,Yarra,2/2/2017,Feb,2017,Summer,1.6,35.1,3.916,39.016,0.100369079,Nurdles,Nurdles,Microplastics,6
26,Yarra,2/2/2017,Feb,2017,Summer,1.6,35.1,3.916,39.016,0.100369079,Polystyrene,Polystyrene <4mm,Microplastics,42
26,Yarra,2/2/2017,Feb,2017,Summer,1.6,35.1,3.916,39.016,0.100369079,Polystyrene,Polystyrene 4+mm,Not considered microplastics,4
26,Yarra,2/2/2017,Feb,2017,Summer,1.6,35.1,3.916,39.016,0.100369079,Plastic Bottle Caps,Plastic Bottle Caps,Not considered microplastics,0
26,Yarra,2/2/2017,Feb,2017,Summer,1.6,35.1,3.916,39.016,0.100369079,Plastic Straws,Plastic Straws,Not considered microplastics,0
26,Yarra,2/2/2017,Feb,2017,Summer,1.6,35.1,3.916,39.016,0.100369079,Soft Plastics,Soft Plastics <5mm,Microplastics,
26,Yarra,2/2/2017,Feb,2017,Summer,1.6,35.1,3.916,39.016,0.100369079,Soft Plastics,Soft Plastics 5+mm,Not considered microplastics,0
26,Yarra,2/2/2017,Feb,2017,Summer,1.6,35.1,3.916,39.016,0.100369079,Soft Plastics,Lolly Wrappers,Not considered microplastics,8
26,Yarra,2/2/2017,Feb,2017,Summer,1.6,35.1,3.916,39.016,0.100369079,Soft Plastics,Cellophane,Microplastics,
26,Yarra,2/2/2017,Feb,2017,Summer,1.6,35.1,3.916,39.016,0.100369079,Soft Plastics,Cellophane,Not considered microplastics,51
26,Yarra,2/2/2017,Feb,2017,Summer,1.6,35.1,3.916,39.016,0.100369079,Other,Sponge,Not considered microplastics,0
26,Yarra,2/2/2017,Feb,2017,Summer,1.6,35.1,3.916,39.016,0.100369079,Other,Twine,Not considered microplastics,0
26,Yarra,2/2/2017,Feb,2017,Summer,1.6,35.1,3.916,39.016,0.100369079,Other,Cigarette butts,Not considered microplastics,0
26,Yarra,2/2/2017,Feb,2017,Summer,1.6,35.1,3.916,39.016,0.100369079,Other,Other,Not considered microplastics,0
27,Maribyrnong,12/4/2017,Apr,2017,Autumn,42.8,170,23,193,0.119170984,Hard plastic fragments,Hard plastic fragments <2mm,Microplastics,194
27,Maribyrnong,12/4/2017,Apr,2017,Autumn,42.8,170,23,193,0.119170984,Hard plastic fragments,Hard plastic fragments 2-5mm,Microplastics,19
27,Maribyrnong,12/4/2017,Apr,2017,Autumn,42.8,170,23,193,0.119170984,Hard plastic fragments,Hard plastic fragments 6-10mm,Not considered microplastics,10
27,Maribyrnong,12/4/2017,Apr,2017,Autumn,42.8,170,23,193,0.119170984,Hard plastic fragments,Hard plastic fragments 10+mm,Not considered microplastics,19
27,Maribyrnong,12/4/2017,Apr,2017,Autumn,42.8,170,23,193,0.119170984,Nurdles,Nurdles,Microplastics,17
27,Maribyrnong,12/4/2017,Apr,2017,Autumn,42.8,170,23,193,0.119170984,Polystyrene,Polystyrene <4mm,Microplastics,25
27,Maribyrnong,12/4/2017,Apr,2017,Autumn,42.8,170,23,193,0.119170984,Polystyrene,Polystyrene 4+mm,Not considered microplastics,50
27,Maribyrnong,12/4/2017,Apr,2017,Autumn,42.8,170,23,193,0.119170984,Plastic Bottle Caps,Plastic Bottle Caps,Not considered microplastics,0
27,Maribyrnong,12/4/2017,Apr,2017,Autumn,42.8,170,23,193,0.119170984,Plastic Straws,Plastic Straws,Not considered microplastics,1
27,Maribyrnong,12/4/2017,Apr,2017,Autumn,42.8,170,23,193,0.119170984,Soft Plastics,Soft Plastics <5mm,Microplastics,
27,Maribyrnong,12/4/2017,Apr,2017,Autumn,42.8,170,23,193,0.119170984,Soft Plastics,Soft Plastics 5+mm,Not considered microplastics,3
27,Maribyrnong,12/4/2017,Apr,2017,Autumn,42.8,170,23,193,0.119170984,Soft Plastics,Lolly Wrappers,Not considered microplastics,6
27,Maribyrnong,12/4/2017,Apr,2017,Autumn,42.8,170,23,193,0.119170984,Soft Plastics,Cellophane,Microplastics,
27,Maribyrnong,12/4/2017,Apr,2017,Autumn,42.8,170,23,193,0.119170984,Soft Plastics,Cellophane,Not considered microplastics,13
27,Maribyrnong,12/4/2017,Apr,2017,Autumn,42.8,170,23,193,0.119170984,Other,Sponge,Not considered microplastics,0
27,Maribyrnong,12/4/2017,Apr,2017,Autumn,42.8,170,23,193,0.119170984,Other,Twine,Not considered microplastics,1
27,Maribyrnong,12/4/2017,Apr,2017,Autumn,42.8,170,23,193,0.119170984,Other,Cigarette butts,Not considered microplastics,6
27,Maribyrnong,12/4/2017,Apr,2017,Autumn,42.8,170,23,193,0.119170984,Other,Other,Not considered microplastics,0
27,Yarra,12/4/2017,Apr,2017,Autumn,31,48,12,60,0.2,Hard plastic fragments,Hard plastic fragments <2mm,Microplastics,280
27,Yarra,12/4/2017,Apr,2017,Autumn,31,48,12,60,0.2,Hard plastic fragments,Hard plastic fragments 2-5mm,Microplastics,128
27,Yarra,12/4/2017,Apr,2017,Autumn,31,48,12,60,0.2,Hard plastic fragments,Hard plastic fragments 6-10mm,Not considered microplastics,9
27,Yarra,12/4/2017,Apr,2017,Autumn,31,48,12,60,0.2,Hard plastic fragments,Hard plastic fragments 10+mm,Not considered microplastics,20
27,Yarra,12/4/2017,Apr,2017,Autumn,31,48,12,60,0.2,Nurdles,Nurdles,Microplastics,18
27,Yarra,12/4/2017,Apr,2017,Autumn,31,48,12,60,0.2,Polystyrene,Polystyrene <4mm,Microplastics,20
27,Yarra,12/4/2017,Apr,2017,Autumn,31,48,12,60,0.2,Polystyrene,Polystyrene 4+mm,Not considered microplastics,3
27,Yarra,12/4/2017,Apr,2017,Autumn,31,48,12,60,0.2,Plastic Bottle Caps,Plastic Bottle Caps,Not considered microplastics,1
27,Yarra,12/4/2017,Apr,2017,Autumn,31,48,12,60,0.2,Plastic Straws,Plastic Straws,Not considered microplastics,2
27,Yarra,12/4/2017,Apr,2017,Autumn,31,48,12,60,0.2,Soft Plastics,Soft Plastics <5mm,Microplastics,
27,Yarra,12/4/2017,Apr,2017,Autumn,31,48,12,60,0.2,Soft Plastics,Soft Plastics 5+mm,Not considered microplastics,4
27,Yarra,12/4/2017,Apr,2017,Autumn,31,48,12,60,0.2,Soft Plastics,Lolly Wrappers,Not considered microplastics,1
27,Yarra,12/4/2017,Apr,2017,Autumn,31,48,12,60,0.2,Soft Plastics,Cellophane,Microplastics,
27,Yarra,12/4/2017,Apr,2017,Autumn,31,48,12,60,0.2,Soft Plastics,Cellophane,Not considered microplastics,7
27,Yarra,12/4/2017,Apr,2017,Autumn,31,48,12,60,0.2,Other,Sponge,Not considered microplastics,0
27,Yarra,12/4/2017,Apr,2017,Autumn,31,48,12,60,0.2,Other,Twine,Not considered microplastics,0
27,Yarra,12/4/2017,Apr,2017,Autumn,31,48,12,60,0.2,Other,Cigarette butts,Not considered microplastics,5
27,Yarra,12/4/2017,Apr,2017,Autumn,31,48,12,60,0.2,Other,Other,Not considered microplastics,1
28,Maribyrnong,11/5/2017,May,2017,Autumn,1.4,37,5,42,0.119047619,Hard plastic fragments,Hard plastic fragments <2mm,Microplastics,13
28,Maribyrnong,11/5/2017,May,2017,Autumn,1.4,37,5,42,0.119047619,Hard plastic fragments,Hard plastic fragments 2-5mm,Microplastics,0
28,Maribyrnong,11/5/2017,May,2017,Autumn,1.4,37,5,42,0.119047619,Hard plastic fragments,Hard plastic fragments 6-10mm,Not considered microplastics,0
28,Maribyrnong,11/5/2017,May,2017,Autumn,1.4,37,5,42,0.119047619,Hard plastic fragments,Hard plastic fragments 10+mm,Not considered microplastics,3
28,Maribyrnong,11/5/2017,May,2017,Autumn,1.4,37,5,42,0.119047619,Nurdles,Nurdles,Microplastics,6
28,Maribyrnong,11/5/2017,May,2017,Autumn,1.4,37,5,42,0.119047619,Polystyrene,Polystyrene <4mm,Microplastics,15
28,Maribyrnong,11/5/2017,May,2017,Autumn,1.4,37,5,42,0.119047619,Polystyrene,Polystyrene 4+mm,Not considered microplastics,6
28,Maribyrnong,11/5/2017,May,2017,Autumn,1.4,37,5,42,0.119047619,Plastic Bottle Caps,Plastic Bottle Caps,Not considered microplastics,0
28,Maribyrnong,11/5/2017,May,2017,Autumn,1.4,37,5,42,0.119047619,Plastic Straws,Plastic Straws,Not considered microplastics,0
28,Maribyrnong,11/5/2017,May,2017,Autumn,1.4,37,5,42,0.119047619,Soft Plastics,Soft Plastics <5mm,Microplastics,
28,Maribyrnong,11/5/2017,May,2017,Autumn,1.4,37,5,42,0.119047619,Soft Plastics,Soft Plastics 5+mm,Not considered microplastics,1
28,Maribyrnong,11/5/2017,May,2017,Autumn,1.4,37,5,42,0.119047619,Soft Plastics,Lolly Wrappers,Not considered microplastics,0
28,Maribyrnong,11/5/2017,May,2017,Autumn,1.4,37,5,42,0.119047619,Soft Plastics,Cellophane,Microplastics,
28,Maribyrnong,11/5/2017,May,2017,Autumn,1.4,37,5,42,0.119047619,Soft Plastics,Cellophane,Not considered microplastics,1
28,Maribyrnong,11/5/2017,May,2017,Autumn,1.4,37,5,42,0.119047619,Other,Sponge,Not considered microplastics,0
28,Maribyrnong,11/5/2017,May,2017,Autumn,1.4,37,5,42,0.119047619,Other,Twine,Not considered microplastics,0
28,Maribyrnong,11/5/2017,May,2017,Autumn,1.4,37,5,42,0.119047619,Other,Cigarette butts,Not considered microplastics,0
28,Maribyrnong,11/5/2017,May,2017,Autumn,1.4,37,5,42,0.119047619,Other,Other,Not considered microplastics,0
28,Yarra,11/5/2017,May,2017,Autumn,0.8,,,,,Hard plastic fragments,Hard plastic fragments <2mm,Microplastics,200
28,Yarra,11/5/2017,May,2017,Autumn,0.8,,,,,Hard plastic fragments,Hard plastic fragments 2-5mm,Microplastics,100
28,Yarra,11/5/2017,May,2017,Autumn,0.8,,,,,Hard plastic fragments,Hard plastic fragments 6-10mm,Not considered microplastics,6
28,Yarra,11/5/2017,May,2017,Autumn,0.8,,,,,Hard plastic fragments,Hard plastic fragments 10+mm,Not considered microplastics,25
28,Yarra,11/5/2017,May,2017,Autumn,0.8,,,,,Nurdles,Nurdles,Microplastics,2
28,Yarra,11/5/2017,May,2017,Autumn,0.8,,,,,Polystyrene,Polystyrene <4mm,Microplastics,35
28,Yarra,11/5/2017,May,2017,Autumn,0.8,,,,,Polystyrene,Polystyrene 4+mm,Not considered microplastics,8
28,Yarra,11/5/2017,May,2017,Autumn,0.8,,,,,Plastic Bottle Caps,Plastic Bottle Caps,Not considered microplastics,1
28,Yarra,11/5/2017,May,2017,Autumn,0.8,,,,,Plastic Straws,Plastic Straws,Not considered microplastics,0
28,Yarra,11/5/2017,May,2017,Autumn,0.8,,,,,Soft Plastics,Soft Plastics <5mm,Microplastics,
28,Yarra,11/5/2017,May,2017,Autumn,0.8,,,,,Soft Plastics,Soft Plastics 5+mm,Not considered microplastics,6
28,Yarra,11/5/2017,May,2017,Autumn,0.8,,,,,Soft Plastics,Lolly Wrappers,Not considered microplastics,2
28,Yarra,11/5/2017,May,2017,Autumn,0.8,,,,,Soft Plastics,Cellophane,Microplastics,
28,Yarra,11/5/2017,May,2017,Autumn,0.8,,,,,Soft Plastics,Cellophane,Not considered microplastics,3
28,Yarra,11/5/2017,May,2017,Autumn,0.8,,,,,Other,Sponge,Not considered microplastics,0
28,Yarra,11/5/2017,May,2017,Autumn,0.8,,,,,Other,Twine,Not considered microplastics,1
28,Yarra,11/5/2017,May,2017,Autumn,0.8,,,,,Other,Cigarette butts,Not considered microplastics,0
28,Yarra,11/5/2017,May,2017,Autumn,0.8,,,,,Other,Other,Not considered microplastics,0
29,Yarra,26/6/2017,Jun,2017,Winter,2.4,90.44,23,113.47,0.202750353,Hard plastic fragments,Hard plastic fragments <2mm,Microplastics,607
29,Yarra,26/6/2017,Jun,2017,Winter,2.4,90.44,23,113.47,0.202750353,Hard plastic fragments,Hard plastic fragments 2-5mm,Microplastics,723
29,Yarra,26/6/2017,Jun,2017,Winter,2.4,90.44,23,113.47,0.202750353,Hard plastic fragments,Hard plastic fragments 6-10mm,Not considered microplastics,197
29,Yarra,26/6/2017,Jun,2017,Winter,2.4,90.44,23,113.47,0.202750353,Hard plastic fragments,Hard plastic fragments 10+mm,Not considered microplastics,43
29,Yarra,26/6/2017,Jun,2017,Winter,2.4,90.44,23,113.47,0.202750353,Nurdles,Nurdles,Microplastics,50
29,Yarra,26/6/2017,Jun,2017,Winter,2.4,90.44,23,113.47,0.202750353,Polystyrene,Polystyrene <4mm,Microplastics,548
29,Yarra,26/6/2017,Jun,2017,Winter,2.4,90.44,23,113.47,0.202750353,Polystyrene,Polystyrene 4+mm,Not considered microplastics,195
29,Yarra,26/6/2017,Jun,2017,Winter,2.4,90.44,23,113.47,0.202750353,Plastic Bottle Caps,Plastic Bottle Caps,Not considered microplastics,1
29,Yarra,26/6/2017,Jun,2017,Winter,2.4,90.44,23,113.47,0.202750353,Plastic Straws,Plastic Straws,Not considered microplastics,0
29,Yarra,26/6/2017,Jun,2017,Winter,2.4,90.44,23,113.47,0.202750353,Soft Plastics,Soft Plastics <5mm,Microplastics,52
29,Yarra,26/6/2017,Jun,2017,Winter,2.4,90.44,23,113.47,0.202750353,Soft Plastics,Soft Plastics 5+mm,Not considered microplastics,45
29,Yarra,26/6/2017,Jun,2017,Winter,2.4,90.44,23,113.47,0.202750353,Soft Plastics,Lolly Wrappers,Not considered microplastics,5
29,Yarra,26/6/2017,Jun,2017,Winter,2.4,90.44,23,113.47,0.202750353,Soft Plastics,Cellophane,Microplastics,41
29,Yarra,26/6/2017,Jun,2017,Winter,2.4,90.44,23,113.47,0.202750353,Soft Plastics,Cellophane,Not considered microplastics,26
29,Yarra,26/6/2017,Jun,2017,Winter,2.4,90.44,23,113.47,0.202750353,Other,Sponge,Not considered microplastics,17
29,Yarra,26/6/2017,Jun,2017,Winter,2.4,90.44,23,113.47,0.202750353,Other,Twine,Not considered microplastics,6
29,Yarra,26/6/2017,Jun,2017,Winter,2.4,90.44,23,113.47,0.202750353,Other,Cigarette butts,Not considered microplastics,0
29,Yarra,26/6/2017,Jun,2017,Winter,2.4,90.44,23,113.47,0.202750353,Other,Other,Not considered microplastics,12
30,Maribyrnong,4/8/2017,Aug,2017,Winter,0,29.63,1.36,30.99,0.043885124,Hard plastic fragments,Hard plastic fragments <2mm,Microplastics,126
30,Maribyrnong,4/8/2017,Aug,2017,Winter,0,29.63,1.36,30.99,0.043885124,Hard plastic fragments,Hard plastic fragments 2-5mm,Microplastics,14
30,Maribyrnong,4/8/2017,Aug,2017,Winter,0,29.63,1.36,30.99,0.043885124,Hard plastic fragments,Hard plastic fragments 6-10mm,Not considered microplastics,8
30,Maribyrnong,4/8/2017,Aug,2017,Winter,0,29.63,1.36,30.99,0.043885124,Hard plastic fragments,Hard plastic fragments 10+mm,Not considered microplastics,8
30,Maribyrnong,4/8/2017,Aug,2017,Winter,0,29.63,1.36,30.99,0.043885124,Nurdles,Nurdles,Microplastics,4
30,Maribyrnong,4/8/2017,Aug,2017,Winter,0,29.63,1.36,30.99,0.043885124,Polystyrene,Polystyrene <4mm,Microplastics,27
30,Maribyrnong,4/8/2017,Aug,2017,Winter,0,29.63,1.36,30.99,0.043885124,Polystyrene,Polystyrene 4+mm,Not considered microplastics,6
30,Maribyrnong,4/8/2017,Aug,2017,Winter,0,29.63,1.36,30.99,0.043885124,Plastic Bottle Caps,Plastic Bottle Caps,Not considered microplastics,0
30,Maribyrnong,4/8/2017,Aug,2017,Winter,0,29.63,1.36,30.99,0.043885124,Plastic Straws,Plastic Straws,Not considered microplastics,0
30,Maribyrnong,4/8/2017,Aug,2017,Winter,0,29.63,1.36,30.99,0.043885124,Soft Plastics,Soft Plastics <5mm,Microplastics,10
30,Maribyrnong,4/8/2017,Aug,2017,Winter,0,29.63,1.36,30.99,0.043885124,Soft Plastics,Soft Plastics 5+mm,Not considered microplastics,0
